extract_id,source_csv,source_row_id,target_batch,target_P0,target_route,target_artifact,absorption_type,closure_level_supported,can_train_rules,can_generate_fixture,can_generate_semantic_test,can_validate_holdout,can_generate_writer_constraint,can_generate_NB_explanation,writer_allowed,locked_boundary,source_asset_path,notes
V4K1_0069,K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,ROW_3,K,P0-4,cross_route,route_specific_blueprint,writer_constraint,HEURISTIC_ONLY,yes,yes,no,no,yes,yes,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,CER blueprint
V4K1_0070,K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,ROW_4,K,P0-4,cross_route,route_specific_blueprint,writer_constraint,HEURISTIC_ONLY,yes,yes,no,no,yes,yes,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,CER blueprint
V4K1_0071,K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,ROW_5,K,P0-4,cross_route,route_specific_blueprint,writer_constraint,HEURISTIC_ONLY,yes,yes,no,no,yes,yes,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,CER blueprint
V4K1_0072,K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,ROW_6,K,P0-4,cross_route,route_specific_blueprint,writer_constraint,HEURISTIC_ONLY,yes,yes,no,no,yes,yes,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,CER blueprint
V4K1_0073,K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,ROW_7,K,P0-4,cross_route,route_specific_blueprint,writer_constraint,HEURISTIC_ONLY,yes,yes,no,no,yes,yes,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,CER blueprint
V4K1_0074,K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,ROW_8,K,P0-4,cross_route,route_specific_blueprint,writer_constraint,HEURISTIC_ONLY,yes,yes,no,no,yes,yes,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,CER blueprint
V4K1_0075,K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,ROW_9,K,P0-4,cross_route,route_specific_blueprint,writer_constraint,HEURISTIC_ONLY,yes,yes,no,no,yes,yes,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,CER blueprint
V4K1_0076,K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,ROW_10,K,P0-4,cross_route,route_specific_blueprint,writer_constraint,HEURISTIC_ONLY,yes,yes,no,no,yes,yes,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K1_ROUTE_SPECIFIC_CER_BLUEPRINT_EXAMPLES.csv,CER blueprint
V4K2_0077,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_1,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0078,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_2,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0079,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_3,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0080,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_4,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0081,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_5,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0082,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_6,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0083,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_7,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0084,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_8,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0085,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_9,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0086,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_10,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0087,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_11,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4K2_0088,K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,ROW_12,K,P0-4,cross_route,writer_constraint,writer_constraint,HEURISTIC_ONLY,yes,yes,yes,yes,yes,no,yes,calibration_only,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_K_strategy_blueprints/K2_ROUTE_SPECIFIC_WRITER_CONSTRAINTS.csv,Writer constraint
V4L1_0089,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_1,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0090,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_2,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0091,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_3,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0092,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_4,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0093,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_5,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0094,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_6,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0095,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_7,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0096,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_8,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0097,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_9,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0098,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_10,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0099,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_11,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0100,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_12,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0101,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_13,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0102,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_14,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0103,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_15,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0104,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_16,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0105,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_17,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0106,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_18,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0107,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_19,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L1_0108,L1_NB_STRATEGY_CHALLENGE_CASES.csv,ROW_20,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,yes,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L1_NB_STRATEGY_CHALLENGE_CASES.csv,NB challenge case
V4L2_0109,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_1,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0110,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_2,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0111,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_3,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0112,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_4,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0113,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_5,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0114,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_6,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0115,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_7,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0116,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_8,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0117,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_9,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0118,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_10,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0119,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_11,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0120,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_12,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0121,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_13,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0122,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_14,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
V4L2_0123,L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,ROW_15,L,P0-5,cross_route,NB_explainability_packet,NB_explanation,HEURISTIC_ONLY,yes,yes,no,yes,no,yes,no,locked_no_writer,/Users/winstonwei/Documents/Playground/deer-flow/BIGDP2026_6V4/assets/strategy_literature_prep/batch_L_NB_explainability/L2_NB_EXPLAINABILITY_RATIONALE_EXAMPLES.csv,NB explainability rationale
