target_batch,target_capability,project_id,project_name,dataset_role,source_file_path,source_page_or_section,source_table_or_figure,source_quote_or_cell,evidence_level,confidence,locked_status,writer_access_allowed,absorption_type,closure_level_supported,notes,source_text,statistical_type,value,unit,numerator,denominator,ci_lower,ci_upper,p_value,range_lower,range_upper,median,IQR_lower,IQR_upper,mean,SD,HR,RR,OR,event_rate,rate_denominator,timepoint,interpretation
O,statistical_parser_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_176__2.1 Annex I Literature search protocol and report - SOTA.docx,,,ray of applications CE0413 2.3.  Similar   Device    The term ‘similar devices’ may be understood as devices belonging to the same generic device group. The MDR Article 2 (7) defines ‘generic device group’ as a set of devices having the same or similar intended purposes or a commonality of technolog,extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,ray of applications CE0413 2.3.  Similar   Device    The term ‘similar devices’ may be understood as devices belonging to the same generic device group. The MDR Article 2 (7) defines ‘generic device group’ as a set of devices having the same or similar intended purposes or a commonality of technolog,p_value,p.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_052__2.1 Annex I Literature search protocol and report - SOTA.docx,,,y of applications. CE 0297 2.3.  Similar   Device    The term ‘similar devices’ may be understood as devices belonging to the same generic device group. The MDR Article 2 (7) defines ‘generic device group’ as a set of devices having the same or similar intended purposes or a commonality of technolog,extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,y of applications. CE 0297 2.3.  Similar   Device    The term ‘similar devices’ may be understood as devices belonging to the same generic device group. The MDR Article 2 (7) defines ‘generic device group’ as a set of devices having the same or similar intended purposes or a commonality of technolog,p_value,p.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E3-20.pdf,,,"          Anna J.M. van de Sande,8 Rogier J.N.T.M. Litjens,z Dieuwke Boskamp,#
                    Medi F.J. Goossens,*w Heleen J. Beekhuizen,8 Roy F.P.M. Kruitwagen,*w
                                Arnold J. Kruse,*w and Carmen D. Dirksenz**



Summary: Imiquimod has been studied as a noninvasive",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"          Anna J.M. van de Sande,8 Rogier J.N.T.M. Litjens,z Dieuwke Boskamp,#
                    Medi F.J. Goossens,*w Heleen J. Beekhuizen,8 Roy F.P.M. Kruitwagen,*w
                                Arnold J. Kruse,*w and Carmen D. Dirksenz**



Summary: Imiquimod has been studied as a noninvasive",p_value,P.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E3-20.pdf,,,"r publication November 16, 2016; accepted January 13,
   2017.
                                                                           placebo group.5 In comparison, treatment eﬃcacy of
From the Departments of *Obstetrics and Gynecology; zClinical              LLETZ treatment is higher, with 95% ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"r publication November 16, 2016; accepted January 13,
   2017.
                                                                           placebo group.5 In comparison, treatment eﬃcacy of
From the Departments of *Obstetrics and Gynecology; zClinical              LLETZ treatment is higher, with 95% ",p_value,p.5,,,,,,.5,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E3-20.pdf,,,"ps
   Gynecology, VieCuri Medical Center, Venlo, The Netherlands.             may be identiﬁed for which imiquimod treatment does
M.M.K., A.J.K., R.F.P.M.K., B.A.E., and C.D.D.: designed the study.        provide a good alternative. Our previous study has shown
   M.M.K.: coordinated logistics and d",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"ps
   Gynecology, VieCuri Medical Center, Venlo, The Netherlands.             may be identiﬁed for which imiquimod treatment does
M.M.K., A.J.K., R.F.P.M.K., B.A.E., and C.D.D.: designed the study.        provide a good alternative. Our previous study has shown
   M.M.K.: coordinated logistics and d",p_value,P.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E3-20.pdf,,," of Obstetrics and                 logical treatment with imiquimod for high-grade CIN is likely
   Gynecology, Maastricht University Medical Center, P.O. Box 5800,
   6202 AZ Maastricht, The Netherlands. E-mail: margot.koene
                                                                          ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,," of Obstetrics and                 logical treatment with imiquimod for high-grade CIN is likely
   Gynecology, Maastricht University Medical Center, P.O. Box 5800,
   6202 AZ Maastricht, The Netherlands. E-mail: margot.koene
                                                                          ",p_value,P.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_088__SOTA-P4-9.pdf,,,"                                                 underwent cervical biopsy, 7 cases (6.48%) were ultimately confirmed to have CIN-III. Ki67-positive, p16-positive (OR = 1.13, 95%
                                                                                       CI 1.01–1.15), and colposcopy biop",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"                                                 underwent cervical biopsy, 7 cases (6.48%) were ultimately confirmed to have CIN-III. Ki67-positive, p16-positive (OR = 1.13, 95%
                                                                                       CI 1.01–1.15), and colposcopy biop",p_value,p16,,,,,,16,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_088__SOTA-P4-9.pdf,,,"                                                                                 rupture of the fetal membrane (13.6%), and cesarean section (37.5%) (P < 0.05). The mode of conception, abortion rate, ectopic
                                                                                       pregn",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"                                                                                 rupture of the fetal membrane (13.6%), and cesarean section (37.5%) (P < 0.05). The mode of conception, abortion rate, ectopic
                                                                                       pregn",p_value,P < 0.05,,,,,,0.05,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_088__SOTA-P4-9.pdf,,,"                                        pregnancy rate, and postpartum hemorrhage were not different between healthy pregnant women and CIN patients (P > 0.05).
                                                                                       Conclusion: Following cervical multi-point biopsy or",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"                                        pregnancy rate, and postpartum hemorrhage were not different between healthy pregnant women and CIN patients (P > 0.05).
                                                                                       Conclusion: Following cervical multi-point biopsy or",p_value,P > 0.05,,,,,,0.05,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_084__SOTA-P1-10.pdf,,,"tive
slides for signs of sustained tissue damage. Furthermore,      procedure [10,11]. After application of a photosensitizer,
expression profiles of p16INK4a, Ki67, Bcl-2, Bax, and CD31    dysplastic cells may become susceptible to destruction by
were evaluated.                                     ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"tive
slides for signs of sustained tissue damage. Furthermore,      procedure [10,11]. After application of a photosensitizer,
expression profiles of p16INK4a, Ki67, Bcl-2, Bax, and CD31    dysplastic cells may become susceptible to destruction by
were evaluated.                                     ",p_value,p16,,,,,,16,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_084__SOTA-P1-10.pdf,,,"ficant
necrosis, irritation, vascular changes and fibroses 6 months   cutaneous side-effects [13]. 5-Aminolevulinic acid (5-ALA),
after PDT. Ki67 and p16INK4a were useful for the prediction    a substrate of from the heme cycle, lead to the accumulation
of response to PDT. Bcl-2 and Bax showed no si",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"ficant
necrosis, irritation, vascular changes and fibroses 6 months   cutaneous side-effects [13]. 5-Aminolevulinic acid (5-ALA),
after PDT. Ki67 and p16INK4a were useful for the prediction    a substrate of from the heme cycle, lead to the accumulation
of response to PDT. Bcl-2 and Bax showed no si",p_value,p16,,,,,,16,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_097__SOTA-P1-9.pdf,,,"y
HAL 40 mM with 3-hour application turned out to be the         in the epithelium. Cytotoxicity upon activation is conﬁned
most-effective group with 67% (10/15) complete response        selectively to HPV-induced epithelial disease followed by
rate. The combined complete and partial response for   ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"y
HAL 40 mM with 3-hour application turned out to be the         in the epithelium. Cytotoxicity upon activation is conﬁned
most-effective group with 67% (10/15) complete response        selectively to HPV-induced epithelial disease followed by
rate. The combined complete and partial response for   ",proportion_with_denominator,67% (10/15),%,,,,,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_097__SOTA-P1-9.pdf,,,"owed by
rate. The combined complete and partial response for           re-growth of normal epithelium and with preservation of
patients with CIN2 was 83% (20/24).                            the stroma and connective tissue [9]. 5-Aminolevulinic
Conclusion: PDT with CIN may be a safe and effective   ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"owed by
rate. The combined complete and partial response for           re-growth of normal epithelium and with preservation of
patients with CIN2 was 83% (20/24).                            the stroma and connective tissue [9]. 5-Aminolevulinic
Conclusion: PDT with CIN may be a safe and effective   ",proportion_with_denominator,83% (20/24),%,,,,,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"                            (LLETZ), is, according to some studies, associated with premature labour, before 37 weeks
                               (RR 1.75), and extremely premature labour, before 28 weeks of gestation (RR 2.23), and could
                               also be associated with a h",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"                            (LLETZ), is, according to some studies, associated with premature labour, before 37 weeks
                               (RR 1.75), and extremely premature labour, before 28 weeks of gestation (RR 2.23), and could
                               also be associated with a h",RR,RR 1.75,,,,,,,,,,,,,,,RR 1.75,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"ciated with premature labour, before 37 weeks
                               (RR 1.75), and extremely premature labour, before 28 weeks of gestation (RR 2.23), and could
                               also be associated with a higher subfertility rate and a higher rate of spontaneous abortion,
     ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"ciated with premature labour, before 37 weeks
                               (RR 1.75), and extremely premature labour, before 28 weeks of gestation (RR 2.23), and could
                               also be associated with a higher subfertility rate and a higher rate of spontaneous abortion,
     ",RR,RR 2.23,,,,,,,,,,,,,,,RR 2.23,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"University Medical Centre Maribor, Ljubljanska Ulica 5,
                                              2000 Maribor, Slovenia; maja.pakiz@ukc-mb.si (M.P.); andrazdovnik@gmail.com (A.D.);
                                              tatjana.kodric@triera.net (T.K.)
                                   ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"University Medical Centre Maribor, Ljubljanska Ulica 5,
                                              2000 Maribor, Slovenia; maja.pakiz@ukc-mb.si (M.P.); andrazdovnik@gmail.com (A.D.);
                                              tatjana.kodric@triera.net (T.K.)
                                   ",p_value,P.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"gical HSIL (with high-grade
Serdinšek, T.; Dovnik, A.; Kodrič, T.;
                                          cervical intraepithelial neoplasia, CIN2p16+ and CIN3), were randomly assigned to treatment with
Repše Fokter, A.; Kavalar, R.; But, I.
                                          imiquimod or",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"gical HSIL (with high-grade
Serdinšek, T.; Dovnik, A.; Kodrič, T.;
                                          cervical intraepithelial neoplasia, CIN2p16+ and CIN3), were randomly assigned to treatment with
Repše Fokter, A.; Kavalar, R.; But, I.
                                          imiquimod or",p_value,p16,,,,,,16,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"as successful in 51.9%. All patients in the LLETZ
LLETZ: A Randomized Controlled            group completed treatment, which was successful in 92.3% (p < 0.001). In the subgroup of CIN2p16+
Trial. J. Clin. Med. 2021, 10, 5777.      patients, treatment with imiquimod was not inferior to LLETZ (73.9% ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"as successful in 51.9%. All patients in the LLETZ
LLETZ: A Randomized Controlled            group completed treatment, which was successful in 92.3% (p < 0.001). In the subgroup of CIN2p16+
Trial. J. Clin. Med. 2021, 10, 5777.      patients, treatment with imiquimod was not inferior to LLETZ (73.9% ",p_value,p < 0.001,,,,,,0.001,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"s in the LLETZ
LLETZ: A Randomized Controlled            group completed treatment, which was successful in 92.3% (p < 0.001). In the subgroup of CIN2p16+
Trial. J. Clin. Med. 2021, 10, 5777.      patients, treatment with imiquimod was not inferior to LLETZ (73.9% vs. 84.2%, p = 0.477). During
https",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"s in the LLETZ
LLETZ: A Randomized Controlled            group completed treatment, which was successful in 92.3% (p < 0.001). In the subgroup of CIN2p16+
Trial. J. Clin. Med. 2021, 10, 5777.      patients, treatment with imiquimod was not inferior to LLETZ (73.9% vs. 84.2%, p = 0.477). During
https",p_value,p16,,,,,,0.001,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,," In the subgroup of CIN2p16+
Trial. J. Clin. Med. 2021, 10, 5777.      patients, treatment with imiquimod was not inferior to LLETZ (73.9% vs. 84.2%, p = 0.477). During
https://doi.org/10.3390/jcm10245777       and after treatment, no cases of progression to cancer were observed. Side effects and se",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,," In the subgroup of CIN2p16+
Trial. J. Clin. Med. 2021, 10, 5777.      patients, treatment with imiquimod was not inferior to LLETZ (73.9% vs. 84.2%, p = 0.477). During
https://doi.org/10.3390/jcm10245777       and after treatment, no cases of progression to cancer were observed. Side effects and se",p_value,p = 0.477,,,,,,16,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"gold standard of treatment. However, in a
Received: 28 November 2021
                                          subgroup analysis of patients with CIN2p16+, the success rate was comparable between the two
Accepted: 6 December 2021
                                          treatment modalities. Due to",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"gold standard of treatment. However, in a
Received: 28 November 2021
                                          subgroup analysis of patients with CIN2p16+, the success rate was comparable between the two
Accepted: 6 December 2021
                                          treatment modalities. Due to",p_value,p16,,,,,,16,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"s (LAST) classification, squamous intraepithelial lesions (SIL) are
                               divided into low-grade lesions—LSIL (CIN1 and CIN2 p16 negative lesions) and high-grade
                               lesions—HSIL (CIN2 p16 positive and CIN3 lesions) [6,7]. HSIL is invariably associ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"s (LAST) classification, squamous intraepithelial lesions (SIL) are
                               divided into low-grade lesions—LSIL (CIN1 and CIN2 p16 negative lesions) and high-grade
                               lesions—HSIL (CIN2 p16 positive and CIN3 lesions) [6,7]. HSIL is invariably associ",p_value,p16,,,,,,16,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,"            divided into low-grade lesions—LSIL (CIN1 and CIN2 p16 negative lesions) and high-grade
                               lesions—HSIL (CIN2 p16 positive and CIN3 lesions) [6,7]. HSIL is invariably associated
                               with an HPV infection, and its prevalence is the hi",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"            divided into low-grade lesions—LSIL (CIN1 and CIN2 p16 negative lesions) and high-grade
                               lesions—HSIL (CIN2 p16 positive and CIN3 lesions) [6,7]. HSIL is invariably associated
                               with an HPV infection, and its prevalence is the hi",p_value,p16,,,,,,16,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_090__SOTA-P4-15.pdf,,,"di Grottarossa
                                                                                                outcome of women who have undergone LEEP.
1035-1039, 00189 Rome, Italy. Tel.: +39 330885977; fax: +39 0692932259.                             Among women with a higher risk of preterm deliv",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"di Grottarossa
                                                                                                outcome of women who have undergone LEEP.
1035-1039, 00189 Rome, Italy. Tel.: +39 330885977; fax: +39 0692932259.                             Among women with a higher risk of preterm deliv",p_value,P.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_087__SOTA-P4-8.pdf,,," increased risk of preterm birth before
relevant data through February 2013 using PubMed,                               37 weeks of gestation (pooled relative risk 1.61, 95% con-
Embase, Scopus, CENTRAL, and ClinicalTrials.gov.                                fidence interval [CI] 1.35–1.92). However",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,," increased risk of preterm birth before
relevant data through February 2013 using PubMed,                               37 weeks of gestation (pooled relative risk 1.61, 95% con-
Embase, Scopus, CENTRAL, and ClinicalTrials.gov.                                fidence interval [CI] 1.35–1.92). However",RR,relative risk 1.61,,,,,,,,,,,,,,,relative risk 1.61,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_087__SOTA-P4-8.pdf,,,"t compared rates of preterm birth in
                                                                                but no cervical excision (pooled relative risk 1.08, 95%
women with prior LEEP with women with no history of
                                                                          ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"t compared rates of preterm birth in
                                                                                but no cervical excision (pooled relative risk 1.08, 95%
women with prior LEEP with women with no history of
                                                                          ",RR,relative risk 1.08,,,,,,,,,,,,,,,relative risk 1.08,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_087__SOTA-P4-8.pdf,,,"vical excision:
                                                                                sia likely explain findings of association between LEEP
1) women with an unknown or no history of cervical
                                                                                and preterm birth",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"vical excision:
                                                                                sia likely explain findings of association between LEEP
1) women with an unknown or no history of cervical
                                                                                and preterm birth",p_value,"P
1",,,,,,1,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_087__SOTA-P4-8.pdf,,,"ly control for confounding        after LEEP and those without a defined comparison
factors. Meta-analysis has been used in the past to           group. Because LEEP is the most commonly per-
attempt to explore the variability of results and pool        formed procedure for cervical dysplasia,10,11 ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"ly control for confounding        after LEEP and those without a defined comparison
factors. Meta-analysis has been used in the past to           group. Because LEEP is the most commonly per-
attempt to explore the variability of results and pool        formed procedure for cervical dysplasia,10,11 ",p_value,p.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_075__SOTA-P4-41.pdf,,," Gynaecologic
women with length between 15 and 19 mm (15.6 vs. 3.9%,                        Section, Polytechnic University of Marche, Ancona, Italy

P = 0.02) or women with volume between 2.0 and 2.4 cm3                        Correspondence to Andrea Ciavattini, MD, Woman’s Health Sciences
(5.8 vs",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,," Gynaecologic
women with length between 15 and 19 mm (15.6 vs. 3.9%,                        Section, Polytechnic University of Marche, Ancona, Italy

P = 0.02) or women with volume between 2.0 and 2.4 cm3                        Correspondence to Andrea Ciavattini, MD, Woman’s Health Sciences
(5.8 vs",p_value,P = 0.02,,,,,,0.02,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_075__SOTA-P4-41.pdf,,,") or women with volume between 2.0 and 2.4 cm3                        Correspondence to Andrea Ciavattini, MD, Woman’s Health Sciences
(5.8 vs. 1.6%, P = 0.04). A linear inverse correlation (r = − 0.3,            Department, Gynaecologic Section, Polytechnic University of Marche, Via F.
            ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,") or women with volume between 2.0 and 2.4 cm3                        Correspondence to Andrea Ciavattini, MD, Woman’s Health Sciences
(5.8 vs. 1.6%, P = 0.04). A linear inverse correlation (r = − 0.3,            Department, Gynaecologic Section, Polytechnic University of Marche, Via F.
            ",p_value,P = 0.04,,,,,,0.04,,,,,,,,,,,,,,auto_extracted
