target_batch,target_capability,project_id,project_name,dataset_role,source_file_path,source_page_or_section,source_table_or_figure,source_quote_or_cell,evidence_level,confidence,locked_status,writer_access_allowed,absorption_type,closure_level_supported,notes,source_table_id,row_label,column_label,cell_value,interpreted_fact,endpoint,study_arm,population_label,subgroup_label,numerator,denominator,timepoint,unit,verification_status
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E3-20.pdf,,,P.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_092,auto_extracted_row,auto_extracted_col,P.,p_value,safety/AE; complication,,patients; RCT,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E3-20.pdf,,,p.5,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_092,auto_extracted_row,auto_extracted_col,p.5,p_value,safety/AE; complication,,patients; RCT,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_088__SOTA-P4-9.pdf,,,p16,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_093,auto_extracted_row,auto_extracted_col,p16,p_value,survival/mortality; safety/AE,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_088__SOTA-P4-9.pdf,,,P < 0.05,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_093,auto_extracted_row,auto_extracted_col,P < 0.05,p_value,survival/mortality; safety/AE,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_084__SOTA-P1-10.pdf,,,p16,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_094,auto_extracted_row,auto_extracted_col,p16,p_value,efficacy; safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_084__SOTA-P1-10.pdf,,,p16,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_094,auto_extracted_row,auto_extracted_col,p16,p_value,efficacy; safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_097__SOTA-P1-9.pdf,,,67% (10/15),extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_095,auto_extracted_row,auto_extracted_col,67% (10/15),proportion_with_denominator,safety/AE; recurrence; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_097__SOTA-P1-9.pdf,,,83% (20/24),extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_095,auto_extracted_row,auto_extracted_col,83% (20/24),proportion_with_denominator,safety/AE; recurrence; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,RR 1.75,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_096,auto_extracted_row,auto_extracted_col,RR 1.75,RR,survival/mortality; safety/AE,,patients; RCT,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,RR 2.23,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_096,auto_extracted_row,auto_extracted_col,RR 2.23,RR,survival/mortality; safety/AE,,patients; RCT,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_090__SOTA-P4-15.pdf,,,P.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_097,auto_extracted_row,auto_extracted_col,P.,p_value,safety/AE; complication,,patients; prospective; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_087__SOTA-P4-8.pdf,,,relative risk 1.61,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_098,auto_extracted_row,auto_extracted_col,relative risk 1.61,RR,survival/mortality,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_087__SOTA-P4-8.pdf,,,relative risk 1.08,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_098,auto_extracted_row,auto_extracted_col,relative risk 1.08,RR,survival/mortality,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_075__SOTA-P4-41.pdf,,,P = 0.02,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_099,auto_extracted_row,auto_extracted_col,P = 0.02,p_value,safety/AE,,retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_075__SOTA-P4-41.pdf,,,P = 0.04,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_099,auto_extracted_row,auto_extracted_col,P = 0.04,p_value,safety/AE,,retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_089__SOTA-P4-38.pdf,,,p = .003,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_100,auto_extracted_row,auto_extracted_col,p = .003,p_value,safety/AE,,N=29; RCT; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_089__SOTA-P4-38.pdf,,,p = .025,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_100,auto_extracted_row,auto_extracted_col,p = .025,p_value,safety/AE,,N=29; RCT; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_096__SOTA-P4-70.pdf,,,p.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_101,auto_extracted_row,auto_extracted_col,p.,p_value,survival/mortality; safety/AE,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_096__SOTA-P4-70.pdf,,,p = 0.004,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_101,auto_extracted_row,auto_extracted_col,p = 0.004,p_value,survival/mortality; safety/AE,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_092__SOTA-P4-17.pdf,,,"p <
  0.001",extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_102,auto_extracted_row,auto_extracted_col,"p <
  0.001",p_value,survival/mortality; safety/AE; recurrence,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_092__SOTA-P4-17.pdf,,,p < 0.05,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_102,auto_extracted_row,auto_extracted_col,p < 0.05,p_value,survival/mortality; safety/AE; recurrence,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_069__SOTA-P1-6.pdf,,,P < .001,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_104,auto_extracted_row,auto_extracted_col,P < .001,p_value,efficacy; safety/AE; complication,,patients; RCT,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_069__SOTA-P1-6.pdf,,,P.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_104,auto_extracted_row,auto_extracted_col,P.,p_value,efficacy; safety/AE; complication,,patients; RCT,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_036__SOTA Database Search Results -AP_20250822.docx,,,p.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_105,auto_extracted_row,auto_extracted_col,p.,p_value,safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_074__SOTA Database Search Results -AP_20250822.docx,,,p.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_106,auto_extracted_row,auto_extracted_col,p.,p_value,safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_110__Annex 1 Literature search protocol and report-SOTA.docx,,,p.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_107,auto_extracted_row,auto_extracted_col,p.,p_value,safety/AE,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_053__1702-VL02-0004 Clinical evaluation report-20251210.docx,,,p2025,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_109,auto_extracted_row,auto_extracted_col,p2025,p_value,efficacy; safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_014__KLEM_VL02_0002_01_Clinical Evaluation Report Phase 2 - V 1.0.docx,,,P27,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_111,auto_extracted_row,auto_extracted_col,P27,p_value,safety/AE,,unknown,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_014__KLEM_VL02_0002_01_Clinical Evaluation Report Phase 2 - V 1.0.docx,,,P.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_111,auto_extracted_row,auto_extracted_col,P.,p_value,safety/AE,,unknown,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_043__1702-VL02-0004 Clinical evaluation report-20251210.docx,,,p2025,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_116,auto_extracted_row,auto_extracted_col,p2025,p_value,efficacy; safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_108__Clinical evaluation plan.docx,,,p .,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_019_119,auto_extracted_row,auto_extracted_col,p .,p_value,safety/AE,,patients; prospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_190__SOTA_#1-131.pdf,,,P                                                                                                                  9,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_125,auto_extracted_row,auto_extracted_col,P                                                                                                                  9,p_value,survival/mortality,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_239__SOTA_#3-146.pdf,,,p                       39,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_126,auto_extracted_row,auto_extracted_col,p                       39,p_value,survival/mortality; efficacy; safety/AE; complication,,patients; RCT; prospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_239__SOTA_#3-146.pdf,,,P = 0.69,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_126,auto_extracted_row,auto_extracted_col,P = 0.69,p_value,survival/mortality; efficacy; safety/AE; complication,,patients; RCT; prospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_467__SOTA_#3-350.pdf,,,P.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_128,auto_extracted_row,auto_extracted_col,P.,p_value,survival/mortality; efficacy; complication,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_456__SOTA_#4-47.pdf,,,44% (8/18),extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_129,auto_extracted_row,auto_extracted_col,44% (8/18),proportion_with_denominator,efficacy; safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_456__SOTA_#4-47.pdf,,,58% (7/12),extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_129,auto_extracted_row,auto_extracted_col,58% (7/12),proportion_with_denominator,efficacy; safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_350__SOTA_#1-63.pdf,,,p1,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_130,auto_extracted_row,auto_extracted_col,p1,p_value,survival/mortality; complication,,N=2; prospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_471__SOTA_#1-26.pdf,,,p.7,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_131,auto_extracted_row,auto_extracted_col,p.7,p_value,complication,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_471__SOTA_#1-26.pdf,,,p.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_131,auto_extracted_row,auto_extracted_col,p.,p_value,complication,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_354__SOTA_#1-131.pdf,,,P                                                                                                                  9,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_132,auto_extracted_row,auto_extracted_col,P                                                                                                                  9,p_value,survival/mortality,,patients; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_342__SOTA_#3-128.pdf,,,P=.04,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_133,auto_extracted_row,auto_extracted_col,P=.04,p_value,survival/mortality; efficacy; safety/AE; complication,,N=7; RCT,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_342__SOTA_#3-128.pdf,,,P=.06,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_133,auto_extracted_row,auto_extracted_col,P=.06,p_value,survival/mortality; efficacy; safety/AE; complication,,N=7; RCT,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_205__SOTA_#3-20.pdf,,,P.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_134,auto_extracted_row,auto_extracted_col,P.,p_value,survival/mortality; safety/AE; complication,,patients; prospective; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_205__SOTA_#3-20.pdf,,,p.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_134,auto_extracted_row,auto_extracted_col,p.,p_value,survival/mortality; safety/AE; complication,,patients; prospective; retrospective,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_212__CE_M01_RPT0008 CER Annex 2 SOTA LSP&LSR.docx,,,P.,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_139,auto_extracted_row,auto_extracted_col,P.,p_value,survival/mortality; safety/AE,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_257__2 CE_M01_RPT0003 Clinical Evaluation Report.docx,,,Risk Ratio 242,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_140,auto_extracted_row,auto_extracted_col,Risk Ratio 242,RR,survival/mortality; efficacy; safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_059__03 Clinical Statistical Report_部分8.docx,,,p  2022,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_143,auto_extracted_row,auto_extracted_col,p  2022,p_value,endpoint_unknown,,unknown,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_083__2 CE_M01_RPT0003 Clinical Evaluation Report.docx,,,Risk Ratio 242,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_144,auto_extracted_row,auto_extracted_col,Risk Ratio 242,RR,survival/mortality; efficacy; safety/AE; complication,,patients,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_052__03 Clinical Statistical Report_部分13.docx,,,p   250,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_145,auto_extracted_row,auto_extracted_col,p   250,p_value,endpoint_unknown,,unknown,,,,,,auto_extracted_unverified
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_052__03 Clinical Statistical Report_部分13.docx,,,p   250,extracted_from_report,medium,calibration_only,yes,gold_validation,HEURISTIC_ONLY,,T_023_145,auto_extracted_row,auto_extracted_col,p   250,p_value,endpoint_unknown,,unknown,,,,,,auto_extracted_unverified
