target_batch,target_capability,project_id,project_name,dataset_role,source_file_path,source_page_or_section,source_table_or_figure,source_quote_or_cell,evidence_level,confidence,locked_status,writer_access_allowed,absorption_type,closure_level_supported,notes,file_type,table_id_or_title,page_or_section,table_title,table_footnote,contains_clinical_data,contains_statistical_values,contains_endpoint_data,contains_AE_data,contains_denominator_context,contains_subgroup_context,contains_followup_context,extraction_priority,expected_parser,manual_verification_needed
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_093__SOTA-E3-3.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_096,first_5_pages,CER_093__SOTA-E3-3.pdf,,yes,yes,yes,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_090__SOTA-P4-15.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_097,first_5_pages,CER_090__SOTA-P4-15.pdf,,yes,yes,no,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_087__SOTA-P4-8.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_098,first_5_pages,CER_087__SOTA-P4-8.pdf,,yes,yes,yes,no,yes,yes,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_075__SOTA-P4-41.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_099,first_5_pages,CER_075__SOTA-P4-41.pdf,,maybe,yes,yes,yes,yes,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_089__SOTA-P4-38.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_100,first_5_pages,CER_089__SOTA-P4-38.pdf,,yes,yes,no,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_096__SOTA-P4-70.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_101,first_5_pages,CER_096__SOTA-P4-70.pdf,,yes,yes,yes,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_092__SOTA-P4-17.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_102,first_5_pages,CER_092__SOTA-P4-17.pdf,,yes,yes,yes,yes,yes,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_079__SOTA-P4-30.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_103,first_5_pages,CER_079__SOTA-P4-30.pdf,,yes,no,yes,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_069__SOTA-P1-6.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_019_104,first_5_pages,CER_069__SOTA-P1-6.pdf,,yes,yes,yes,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_036__SOTA Database Search Results -AP_20250822.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_105,full_document,SOTA_036__SOTA Database Search Results -AP_20250822.docx,,yes,yes,yes,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_074__SOTA Database Search Results -AP_20250822.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_106,full_document,SOTA_074__SOTA Database Search Results -AP_20250822.docx,,yes,yes,yes,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_110__Annex 1 Literature search protocol and report-SOTA.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_107,full_document,CER_110__Annex 1 Literature search protocol and report-SOTA.docx,,yes,yes,yes,yes,no,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_157__Clinical evaluation report.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_108,full_document,CER_157__Clinical evaluation report.docx,,yes,no,yes,yes,no,no,no,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_053__1702-VL02-0004 Clinical evaluation report-20251210.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_109,full_document,CER_053__1702-VL02-0004 Clinical evaluation report-20251210.docx,,yes,yes,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_139__Clinical evaluation report  A0 - 亚虹反馈20260313.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_110,full_document,CER_139__Clinical evaluation report  A0 - 亚虹反馈20260313.docx,,yes,no,no,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_014__KLEM_VL02_0002_01_Clinical Evaluation Report Phase 2 - V 1.0.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_111,full_document,CER_014__KLEM_VL02_0002_01_Clinical Evaluation Report Phase 2 - V 1.0.docx,,yes,yes,yes,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_153__Clinical evaluation report.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_112,full_document,CER_153__Clinical evaluation report.docx,,yes,no,yes,yes,no,no,no,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_133__Clinical evaluation report -待签批.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_113,full_document,CER_133__Clinical evaluation report -待签批.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_117__Clinical evaluation report-20251015 待受控.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_114,full_document,CER_117__Clinical evaluation report-20251015 待受控.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_120__02 CE-CER-1702-6001 Clinical evaluation report.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_115,full_document,CER_120__02 CE-CER-1702-6001 Clinical evaluation report.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_043__1702-VL02-0004 Clinical evaluation report-20251210.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_116,full_document,CER_043__1702-VL02-0004 Clinical evaluation report-20251210.docx,,yes,yes,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_140__Clinical evaluation report   - 20260327.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_117,full_document,CER_140__Clinical evaluation report   - 20260327.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_130__Clinical evaluation report  A0 - 亚虹反馈.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_118,full_document,CER_130__Clinical evaluation report  A0 - 亚虹反馈.docx,,yes,no,no,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_019_江苏亚虹,019 江苏亚虹,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_019_江苏亚虹/01_CER_SOURCE_PACKAGE/CER/CER_108__Clinical evaluation plan.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_019_119,full_document,CER_108__Clinical evaluation plan.docx,,yes,yes,no,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_173__01 M01Clinical Trial Protocol.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_120,first_5_pages,CER_173__01 M01Clinical Trial Protocol.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_031__01 M01Clinical Trial Protocol.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_121,first_5_pages,CER_031__01 M01Clinical Trial Protocol.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_082__01 M01Clinical Trial Protocol.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_122,first_5_pages,CER_082__01 M01Clinical Trial Protocol.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_016__01 M01Clinical Trial Protocol.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_123,first_5_pages,CER_016__01 M01Clinical Trial Protocol.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_337__01 M01Clinical Trial Protocol.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_124,first_5_pages,CER_337__01 M01Clinical Trial Protocol.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_190__SOTA_#1-131.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_125,first_5_pages,CER_190__SOTA_#1-131.pdf,,yes,yes,yes,no,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_239__SOTA_#3-146.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_126,first_5_pages,CER_239__SOTA_#3-146.pdf,,yes,yes,yes,yes,yes,yes,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_265__2-02 CER Annex 2 SOTA LSP&LSR--封面.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_127,first_5_pages,CER_265__2-02 CER Annex 2 SOTA LSP&LSR--封面.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_467__SOTA_#3-350.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_128,first_5_pages,CER_467__SOTA_#3-350.pdf,,yes,yes,yes,yes,no,yes,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_456__SOTA_#4-47.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_129,first_5_pages,CER_456__SOTA_#4-47.pdf,,yes,yes,yes,yes,yes,yes,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_350__SOTA_#1-63.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_130,first_5_pages,CER_350__SOTA_#1-63.pdf,,yes,yes,yes,no,yes,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_471__SOTA_#1-26.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_131,first_5_pages,CER_471__SOTA_#1-26.pdf,,yes,yes,no,yes,no,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_354__SOTA_#1-131.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_132,first_5_pages,CER_354__SOTA_#1-131.pdf,,yes,yes,yes,no,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_342__SOTA_#3-128.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_133,first_5_pages,CER_342__SOTA_#3-128.pdf,,yes,yes,yes,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_205__SOTA_#3-20.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_023_134,first_5_pages,CER_205__SOTA_#3-20.pdf,,yes,yes,yes,yes,no,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_258__2-02 CER Annex 2 SOTA LSP&LSR.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_135,full_document,CER_258__2-02 CER Annex 2 SOTA LSP&LSR.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_094__2-02 CER Annex 2 SOTA LSP&LSR.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_136,full_document,CER_094__2-02 CER Annex 2 SOTA LSP&LSR.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_084__2-02 CER Annex 2 SOTA LSP&LSR.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_137,full_document,CER_084__2-02 CER Annex 2 SOTA LSP&LSR.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_374__2-01 CE_M01_RPT0008 CER Annex 2 SOTA LSP&LSR.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_138,full_document,CER_374__2-01 CE_M01_RPT0008 CER Annex 2 SOTA LSP&LSR.docx,,yes,no,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_212__CE_M01_RPT0008 CER Annex 2 SOTA LSP&LSR.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_139,full_document,CER_212__CE_M01_RPT0008 CER Annex 2 SOTA LSP&LSR.docx,,yes,yes,yes,yes,no,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_257__2 CE_M01_RPT0003 Clinical Evaluation Report.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_140,full_document,CER_257__2 CE_M01_RPT0003 Clinical Evaluation Report.docx,,yes,yes,yes,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_068__03 Clinical Statistical Report_ Part 6.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_141,full_document,CER_068__03 Clinical Statistical Report_ Part 6.docx,,maybe,no,no,no,no,yes,no,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_065__03 Clinical Statistical Report_部分1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_142,full_document,CER_065__03 Clinical Statistical Report_部分1.docx,,yes,no,no,yes,yes,yes,no,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_059__03 Clinical Statistical Report_部分8.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_143,full_document,CER_059__03 Clinical Statistical Report_部分8.docx,,maybe,yes,no,no,no,no,no,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_083__2 CE_M01_RPT0003 Clinical Evaluation Report.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_144,full_document,CER_083__2 CE_M01_RPT0003 Clinical Evaluation Report.docx,,yes,yes,yes,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_052__03 Clinical Statistical Report_部分13.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_145,full_document,CER_052__03 Clinical Statistical Report_部分13.docx,,maybe,yes,no,no,no,no,no,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_023_心擎,023 心擎,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_心擎/01_CER_SOURCE_PACKAGE/CER/CER_051__03 Clinical Statistical Report_部分2.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_023_146,full_document,CER_051__03 Clinical Statistical Report_部分2.docx,,yes,no,no,no,yes,no,no,high,python-docx,yes
